variant_id,item_class_id,item_name,material_type,food_base_name,quality_level,weapon_state,weapon_type,page,sort_order,embedding
material:121713,material:121713,造物外观·风蝶,,,4,,,,,CoTFu2qsab0rsDU6z1QLPc8+CT1bsqO9hVTiPfuWjrzkSqq9uMR5vZ4xGT3BcFa9n9udPVlk2L0FP9S7NysMO2BtPD0pExA+nZspvS2Sh7yqn8I9hibCvBEIgL24lJ+8LRgLvU4KN72iv1497+NcvTDkurtHBCg9XZxuvMaNYL1e8YO8k5ihO8n+fb3THHY9DLKVPDNY2b1ad8M80ElEvVwCCz3qpkA9cDP6vFibTb3RSsq8OVahvbfqE75CTKu9E6ibvLnJpL11ys49KnDVPTABPT3DRIE8NXmVvTi2rL1cPV+8KX+HPFltlb3mToG9d2sIPnYJpj1Nlku9OiTZvYPKUrzydwK9BI3avFD7qTyYEGy8N0OsvUF+Oj092hk92u5uvJsQjrghvg8+cEBkPWhG87z7WQ48K8K7vAjT0LsBDDW8IpqZPDXVbD2so5W9Fp8qPaCHAb1IL0W9jo5GPHnYRb3CQUi9JYD0PMY/Oz2da4q9ee6zuU1Ajj3rAkC81wtkPM12Iz21bkC9zazuvRLVVz1Clz08pKRwPInsL73JTVk8iN74vKz4AD2saLW8RQjtvaLe1L1tFwm8oojuPHUYzr0cPg6+yPIxPTWjk70Na747GX4IPMw5iLysSio86zL/vSXOOTuDCOg9sl0DPg8eSz0UTAk8uZnZvTo1nrlXWbs9kiCJPOlzzjwb2uw82k+uO8l5kT21TVc979MkvD5hprzwago+lLJYPRSaMb7z9vi8FtaQPGz/Zj37bbW8tKKHvWy9IT3RQS09/fUuPU8sQjyhsdo98aS+vemaaD28cZW908vxvZYFSb1inyq9wWCBPU+9hjtNRyC9gBhpPT5YprzENgs8SnQXvR4ZMD2NOQW9X45sPIh3UTte0/C6iwcIvYu1Hz0WLJq9Gg/JPZV287wwC288L4PVvIw0uj0yk6W9LILUvRv08Tsr4Pk8N7IbPRJ1AD3BZ5K9lRmTPRy3TL24rHs9Aw0rPVgmzL37/iu9NWNwvUOnBjxL95A8qrHEvfiQibx9vaM9SLfZPVQ3lDya+I09C04LvQZnmrze0Re8z+/ZvPaUJD1vAAo8wnamveyi9zz6IS+9G8xLvfpmVD0J6Ac99l6UPYXSezwbQjo9mouPvdQp8r0G5+q8GA0nvk8ALLta1+k8s74IPdIdW74Cafg9cf19PC51HD1VmPY91lIMvW1UIz1FPja8a4PtPS/HHbvPOug67+L3u8YwET57r609xv70PImCAb2zoxA9BrBDPTeI3r3ru8m8PQUpvEvb6z11BL479TyEPVX83r00RvW8NuIDPQuH8js04BC8/KgvO62lO7xWUu28B6cgvfvx+701jQ083ilPvA==
material:122,material:122,碎果数据,,,3,,,,,4psWvG1UaT2Bovm8kIBuvahlRz2eg8W8HQIFPbWHhj3eWNs9Rq3bvXnAhr11TA+8TVKuvFkENj30FEC9vrk6PSdAcrzMitY9x6GVvPNBmT3auHg9XBHdvGLRTTt8GsO8Ocoeveg2Fz3fusq9KOISPJMPmzxeWDE94DpdPJMPOT4j3ja6AgnzvBM9xT1TBgu9sqJLPS67jjyzbAc9g4PHO1vJYT3puqU98jqbPWMTcz2YnAg95NMOPjePxD0eoK2927DJPNQn6T0OXIS8fy2VvXKLGT15Y5G9PzAkvQs5Mz0chB68tPc/vj7BDz556Sm8lq/7PPCJ7Dt34I69cx+OvSJdp70Go5Q9oSZGPdCOKz4Dqb89MLGjvSKEzz19KjC9QK6APdjbibr5HKG84cnMvGbVVD2N1WA95GINPGuWbb0Fm5e84fGCPej7a73euo68uSNQPZyURb6o28c8CituO8q3nT3dYkM9iVbIvK07dr0K/ZC9MAkfvvLFLz3XcYQ9qMIUO+nxqTzY07U7aFwEvnRINb3DcCU8rgsEvTWzuLty+wK9UlffvVMvl707ETM9UGFevLjSLz1wlZ69WGBTuHNqxL29xis8FniwvOMeKbzOJh89oiFoPRvWCrzNEsW9i+yXuhNs27ym+oc8nh1fvNCktTwLqhi9909XPeN5Fz2kcNO98qWhvUpfGD1TC767tiravNkbrzzpwIc9J1E5PZQhKr3NN1Y9eZZWPfxjuDt6Hq27kAKgPUbHEL2AjjM9rL+wvdA2BTyahpO9gvWUPR6h9z2d2qw7Pg2cPRw6hj2Mc589fzaNPNRJnD1aC1s9hy+SvZn4brxF9Yi9HQdiPCC9mjyrXx09kZlmvK52R70wbV29hymIPBgTdb3oLlM7nvSrvQn1BD3gwuC9DH+nvX1QrzyBk4e9Vc/wPFdE1bz/xdY8zU2EPYmLxD1UoYm9PvOZveQPqb2/D0o96rOmPNBNXz2EqSa7g3G4O9DVCr1KMDC9EG7dvXYr2D0vxJm9K1AvPZagJ72tuw29gOo1PNkAULyUkPM7apBTPU1GPD6gWdo8GSujPVWTkb25jYW6qzhLPcndFb3FtyO95H1APRRJfr3qr7w7dLm5PLmvvL3CqJ+7zfUZvSyFK7wXnus8L98IvdjrTj2z0Yk86IakPFkjmz2XRha9btayPTB+Or00qku99odkvVyYz7zNhAE9SAIUPVu9Ib5I1QG8lSEbvh0Q2TxXv+S9pHxZPDQTr727GYy9XF3DvGoPmzwgvY+9HAZavKX9wrurd5g9Z7ZSPWcojz2/NH+94cTJvWACp71I74+8jwdpvazvpjwAEEY9DrFEPLKNWjxbsYw72YugPQ==
material:123,material:123,迷踪币,,,3,,,,,Pan2vYj23j2Z4iu9aAdyvVhBHr1nBZI7ACivPXBEXrsYGs4689uZPWTzS70LKKO7zIaIPd2EJjtiNO+8wcdOPeMCGb22o6+8mPk3PcFJWbwm7Ke7DCCHPHzsrTxyOYU79Ehyvcf18zykh9i9jmrWO7uHd7x+Dxq932w8PfTcrTwjE7c8viiYPE7oyDyWAJ+8oiwHOxgDwL2oj1u8eCCBva8L1DwSFww+o2OmPL4LpL0xM5A9Y0/5PZmTEj2Ug3M7hgXDPC+XGz3P2Qa+SabFPAJgGj298P89AllaPPGL5jwsf0G9F9+OvdfUpT1HCoC9eXZwO2qnCL6Y02S9dwl7PEJPpDtd3FE96Jx/vdJ0yDxWtQW9IwiGu2AU6zudwHU9Kt+PPfUqwr3k0P+9ho5pPLYGfrzDngm97yVQPHtEHTvLqQI+J+EDPZnLMr2p/E09V4mmveIADL1VzhC9oxDZPF1xpj23qLg9nhiDvNcHpT2nJ7Y9SWqEvNVac7049tu8Roi5O3isTzymdrY9VCqBveLCbjtLTJW9S80rPD49trw30J08+uQUvuctW7yIbdi833PGPUbrIT2aVo88XJ43PIvtkL3Kgxk8SA0bPQf/EL1P7gu98nHQPcrhdbuZrmo9DLQavQg+IbyTalk9Gv6EPXtrOz3J5LY9LK6DvdSqsbwmVCY8Pa7aPPeRYz3lrg08+S1MPUsit72Z3Js8UOAzPpjKOL1vV6y9xXpMPX1CzjwOD409EYHoPUwJuL0Fuws9qvdFvfj+k70m0088uM/7PSKghzwnsRu9hyWCvDs3gzz/zG+9gS0/u4gvBz0izWC9MgEqPV81D73Zb9y8Wyf8vO5F5z09FKc98DPVOy96n72F4xU9Kc9HvG/L3LwEhIK9cRsLvDcEgDgmviQ9VA8hPeme5rwwXEy8ZpgpviCpwj09b348HZFUvQKEVD09pSq8zgWePcsMPb13Yta9UQOpPBK2qj2KKDy9FlPHvSLn1D1tQUo9Z5xZvKdccTwdLce98+qFvRsP2z1Wb2O9yMYdvOt6QL2QEHw90XktvUe0GT283YK9roCEPBz/ob0hKH28qQlpvQw5lz2Ai6W8Ug5uvd1YD7tdkZg7I3WuusQBkD1zf5y8Ik6avHW+n73jHJo9TlzRPVxtdryPDQw89doJPT88OD2Hcby9DBO9veX0wj019pQ95242PFM8ybwC5Zo88xYUPoGRX74sN6U8OxvVPfw/2b3iBMM9zSjYvOL+fj28mTW91NVfPKSpWj0tlI29lNinPEswZT3WoYi8L/2nPZhX1DzVD787VardPFp1/b1iRuq8ymPpvW4C8jrhMHU9Rt5ZPbjVDz4ose69ehNAvQ==
material:124,material:124,亮闪闪的漂流物,,,4,,,,,b/rHu2abSr2T/yC9b4upPQVVBbyhlAQ9zqR+PA+9YbxVKu68AmUTPVWk4ztNQ527ce7qPItsOzysrUU9z4KYPJwtD72I+Ja8aCX1OkZlobxflUC9aTpmvRtnjD04Cqo9PlwuvaTXlL2y+fe8J3t2ve+U071UioC87qWtPWBDQD2/R6W7P3OUvdKK5TvHQ0Q9FJ0CvaANqb1saMs8guMsPfRMlD2OBYM9nsaKPQF3Q70R7TU9rkdcPSLhxL2WIrK8rBykvax6ojuqn629Ni3gvTBYCLsUweU8MBRgvYNRBrzZ/NU91wZVPYmExTy8ZDK9DDqIvfwkwz2kRTa+KEsYvErv9DweIWe9wvX7POks3b2Hikc9PuLDPAQQor2l0RM9mbLAPRW3eL1qqEu9pVofPEKGDD0NQ1u95ObIPLArNj0Z7ao9F6Gmvbh9CT1vNnY8laSiOzctDDwjwJ49Ffc2vBMxfL0AGd+8vDECPTI45bzsL3c9oOHPvbAGgz2yHgy+x16Du5VcHT1135+9vtfXvM1Wi7w71Mu8hBT7vHxtC71N+F663Eb2PFXIqzzknWg9xSlkvWXejj3vQqo8vzgTPfyNlLx58zW9AikvPTCD8zy4jN08O2eMvYjWSb1imxE+88zZvJYKgz3686Q5vClvPfiAJD0ZjnO7yBiKvFUx0D30X349XO5FvadEpr2QmIo9bb3GvARufbzcLc89alT0vRcwHz1tCca84QJwvA0Y2r1ax5Y96R6gPRH6RDy4ACs9ZLagvdobYr1U5R890w6Svbr4s70+0M09HdECvvmGqT3Yotq9HpmIPcjRJr3S1g2+lUzSugSuCL0LPoE901DHOxDPH77H9hE9rDi/PSc8izyrDbG8XJSOPCg6hL3he4c8Evk4vdbQCj5iVF+9Ip6UPdO+gzzOmhU9vqDnOlyasb3flm+9emiBO9r/4rvdB088DRkRvoLP0707cZC9MR5GvYF2oL1jDqS6g10NPh6cab23BVQ8aYd4vLjayrxJ3qu9o5JPvYi31b08JjE9elTFOg3GMbz2O2S94QF/PQr4v73NgPC87q3SPTn9mzz/fUI8Vo5ZvTxa+T2LoWY8A6JtO3pRgj1TMJ294Eb5PKwzzryXXEo8j+jNPUcVir33sAE9KU+OOg7euL2Ql1a9PA5MvQv4i7wJDoy9nvoDPW1IMT2EKHY92+4sPR+AezwyM4S9knHcPYUgqT3FV0m9MRPUPVgJ3TvbQI+9N2MqvVemIz3rQAy+M2ovvIEOJjzMNFe7yFUKPWlMaj7tG128JrsRPfcDlbr870A9o+6fPVvyDD7gtEE9yimcPdQzMzyhXDI9iIGmPCFVZb2md4Q8fmjOvA==
material:125,material:125,迷你「羽球」,,,4,,,,,MOuDuXtpwLxO3gW9FDS7PO4dNLz8NDM9lq2TPVMGir3BWI+9M0I2vEjMp7yuAYM7SJDVPFlD0D3IIKM9DpMtPe/RiLwgVnE9eeQgPN/FgT0WxkU8ysD9vb8wdD0zDpq773SxvA+3jjsLHIO8Af/Rvd3ysL3+qJi9gimWvVi6rTxGhJ+9ivf4vf+uaz2vPaM9nwBAPBGygTwOkyU9WBO/u1O3bbwQ76y8JD9ePZN+P71rEb49CtV2vAGVP72eS2q8C3IavQ7MPD0KSDQ88vO9vNfdkj23YiU91aRRPWT1vjwfVIk9hho+Pff7GD7qhSa9FpDru02Nxj3s/7G9JMaDPB1ij70gFf46QXW6PWr4vjwGw+Y69WHnvQV5DDwMcxa90JSrO7D++zww8kW98ZODPcnf4D0vHAm97zeHPY6XjD1Fh5Q95PHivGOeR73gA+A975BrPaqqY72d6Xy9mRXeu6jtl7g0aNi8ulMLPSYri71VE687lI+8vBmUlb33VV08BKW+PSowZT2StCi8t9OtPeur1L04aQy9BCwJvXFuKL5UfjU8aiNjvcvWHb1Drio867SNvXzJBb2PlVo9sHWbvJ1thb09MeS9azQtPTU3uj0lS9m97S8YPt10uz3caIs9xr4AvB+dCz5i/B69L/aEPcrkMr1hNAM9VA/nPFw3Fj1Co9G8+4wAPUYy7Tx6jg0+hKK0OwYGSzywy9A9yJ+vPJzfoT0Dr4Q9dsFHvKwQkbvvBJq8beb2PECzLj2t96Y89De+O+dkGj2wSgW9gmuSPbnLpr1ihfG8Ec2zvZHfaD26Llo8HhZ0vEnqODwfAvK8APJhPW5xtrwMU7I9eP7hPeCSxDtVTws9aOIjPtJZmryKkc878ImEPZsdCr1/OqW9Ema9vek8ED7hQpa9sAQPvBrNkL3B0w8+bQR3vVeuqbwfyhy8ixW0vUquLz0yaT89dyh7PYdTtzyqw5K874r8Pdu8Lz20UdO70UNGOwCH57svzHc9Vb+TvbXv5TzB0hE+FQACO/oXG7upyQW9p2NnvF4waLttCYm9O1nLvXaHurvcoRC8PKViOzBICr38N9C9gRbHPCxsZT0+CYK9DpMWvu5T4DyHlmi90COWPdiyRr1/J9W9PCuYPZaukzxmGIE9grQMvWvRIrwRzIc76Z7GvTcx7b1LNn+9/1irPebexrxMjw2+H9lYvZA48jwZVa+9U7AfPmme8bysSaM81/YxPH0yBDxsT569RCazvdqs1Lw3tZw8mjQAO0qg1T3938q9hjKJPSY9tDxbSDo8HyWovEDxrLvsMwG88ZSrvR4jDj10nlI95v1IvCTLlbvplZI9qtOqu9leXT1svTW9KBjZPQ==
material:126,material:126,神秘齿轮,,,4,,,,,9HaMvdcRDLxXlOM78c+lvdNTubwhQ109o9wQPbHg0L0JWOi7TQGfOygutr0Pa6m7Y82ePXErXjw4Q6O8SpqSPXwLRbwh6Di8O9aIPIJ9nL3NG008Ns3FO0renT1JugG9ISwnvZcSXLwKB8S9YSMePSRbWb2m8Y48AvYRPUKPoz0dvIo75oDLPep6gT381US8A7neO55+572/qt49yrbEPTL+8bvB1GE9tV3nPKZuvzxqeGU8BJjmPE7N8r2LhLi9Uh08vRMG6j15YM+6OFrKPRZHmbx8f5g9PtF/PGmlXj2Ee7m85wvzPG3toLz+TfY9/EA5PVfIH73sDa29Urr9vU6Cf72Q6Cu9C1wDvYGZAjsurUs9JqHEvRi1lj0OzI885ZA6vSnK771clfS8PjJpvfbZirp78Qy+s4OBOb5tFL1E4RM+1EtaPckqm70dlcu7QapYPWWmu72v8oi8z5QkvfBpp7x3zJE9jwd1va0zj7yAS+28lfqSvH3KCj1faw49vFS0PH8oKr7QKOw8sYTvuyrHhr3US6S87rzau4jN47w1VnW99AKdvaJIdjzn0j69Uo8HPG8zUz3klJm8DkQFPtT0SLxrvpu6FDqkPD3qlb017PO8gaNtPWRUKD2bvcs8AaKgvAQx1j2nEog9MRV9PQr407yro9A9S4l7vSD7gLyO6dA9pNChPEAbxD2E75s9Fz7WPKZI5Lw96ww9bjCzvWDFeT34tuw9cPffvEBPS73mv2Y9SJyuPbcqlb3MpQo9vgEaPQNbcT3SW7U8Yv8nvR+1fz0DUHs9WyhHvTUXBD4YTgM9pMVtvRoG0L1FCLq9jRsbPQ4XuTx7Gig9A/EuPXPP/LzO93u951gVvbQb+D1n8729iCzoPF6Oi71Ucxs9Jp94O5uZSz1PWYG9m1ITvXerGL7yIle9pogRPOYBprxz20w9eLjxvNDnYj2qvPE992+3veoe1b0SuKe9EHUvPTf6ljx+ugm9st7COr9hjjm4ssE9PMGdPcG5OD3uiuC9h1KQvB+ntTw7bpQ94pZfPeJ2sD2rBzU8IMuAvTpsiz3ShEO9U51yPX9hvzusWIy8pzKTvexmsj1coJY9Ji8LPdcsPr3gNrS6zjJ9vQbxbTm3Ykk8OtNwvRPaib32o549GghmPeRm2biJ6gq9qn6hPXFOLL3b0IW9RmQAvfDyDD2ocSU8+DjeveHl17y/wMm9arStPYfGRb5TTb28W/HeOsTiDLzZGga962mfvQJptz01pKk8Huaeu9y71ToVUr+8Hws0Pa5K3b1qEj29qeONPZ31Bz4Ueo69FP8zPW/AoLwGcm+9C8zAPdptWb1FUJW93CcwPeTbRb0bsAA9n0ORPQ==
material:127,material:127,鸣雷霰子,,,4,,,,,ZAOPvU7WODxHTYG9otKBvKTI4zx3gkc9FOqZPGkaX7tCMDE9aWkFPQ2OLr3UHMC9T6PAu+AE8zwI7KU8Zl5SPDTD+jwUDrA9FAxcPAH9+byDzta8n32VvNqjGLx6JcA7VSwhvu8snr2NemS9f2y6uu0Jk71VIo+9KotAvQHeIr3tnCs+679fvRhBfj1FhaM9R7eLvAtBwTyXJmY9nu1sPSrWHT5Pr9k9xbtmPWup4r0UCbM9FdayPYxufL3ExP055qexvbZ1AbzBEbE9MgXWuw0GAz25B5M9tHlqu10UCzyP6is9BffVPIHSoj3HoQE9TUzDvT8qkDus9jS9PB5XPI1OxL1OCru9lvORPbz4OT4iHhW8pDaovfu5tjzjdL29zAA6OsQKHb1+1bG9xpiLPUqUG70ccxq89GRXPfCdf70PQmq69LwCPUxLO70ljpM8A1UYvbFprL27UIm9V61vvTXzTzoyFb29fKmuvaXXlzyGoBc9I0B8vMdr0jkbXy48xTshvUOPL7tMRmi9jt8WPEajbz0WjSw9LdP9vLnqD7ySTIM8WKW+vUe77jyR9kY80CSyvVaiBD0Hn7U7S2WjPZYiar2OiiG98JwJuxvVBb6tRY07fC1nPRkyGL1QIHy8QdHpPWZaTD3ri4u8z/7bPamCpj3r5je9Iv4OvtO9F727dQG9fgt7PW0ufjxkx3C97OMUvpmEkTxcz6U9jqqlvRmOAzzPJOc9j0QBvAC6S7zweAI+QtHaPX86ez2eZeo9ZT3cvThB4DwSTpA9k/ELvWhnibuw3V49ILFPvW6OQbyX9PU8qRtrvRKyEz7Vbac9Zi9YPUnXY7zG+mS9tyBAvL/Jrb239r69HckjPTc77bwrusK9a6MLPnvNHL0ffKk9zFWlPAPp5j0sy769aEE3veFhr71VHiY9yqzpugY6oDyM3/+8TS3dPE/M3DwvfjU9J84jvbMOZbxwpBC91AWuPPByZbsetqk9rGh/u/qr573KiUS8WtosvYk9vr2pQEu99XjTPf8+E716Lf08w4D/vFVxFL37l888NxMUPUJwuDyGAK88v8T0vPj8oLwwcjm8OyeSuzhChD3qZsk8ULPdPRH3Ij2dPQm9aJ8fveR/1r0mWgy7cCoRPRz4ejsvYpA9VaqkvbUz0byHI1W9IEPjvB+L6jycPry9MZaMvZbvkL29hEU9W6tcvVqbWT0YC5S8UdGJPCZ/xb3J18G9vivuvVXEwzxBBSi9lR7yu8TXU73yqS88R5TrOnIcjrwgsGm94tEcvYnlbjz0yiy8JqoePDP+/DzU5GO9kCi+vXyWKj1ktwk8GHjoPfq+hLzm+PG9ammBvU1bkryPqEM90t0kvg==
material:128,material:128,鸣雷纯晶,,,4,,,,,NMqHvY9mKT2DIRc+hsN0vOEH3rz3vXQ90burvS6yGbygW+K9IWmqvEg0hby0rsW9WP7FOwx9Hz3Fsa68ttFIPbSUYj3JlZQ89EWpvWdCKz2YT2W9KqPxPReEG7yhJG88lpEGPTPT2rwX/YU9l9x1PPjcyz2NnJu8JspCPNsn6j2YylQ9OyF+O9MvND1Jd4c9jnoGuwPiXz1X+aQ99ASou/F9wT2OCmG9Yr6QPU0kjz02ytm8KdS8PTyi0LtGLVs96aCpvOriHjwqWgU+mHUbvdsTgT1zknS8aojyuRLXsTwqYag9HH0uPSESU7zyBU07F2Hyuw5D6zwFBr69/BWPPWJNMjv8DBg8E9hgPZso5T1AhW+8YKt1vSKTpT1HIeC9JhcPvMVXL73O3Pi8Z89aPe1noj1dIzi+hylFvXC+tL2rBcc8yjuBPCtV5b3OVJ87OONpvbxU/LtyQ148Sq2WOzHdBj2tE8c8ETBvvSiRTD3qm9a9TZX1vT4J7D0X7lW8QC5hPJvUmj221Ja9/dopvRdPzbwDv9i8192ovOXKBr2deu48AgYsveHQBz0bNOq7K+YuPTqjuDzc64u9et86PsjCfr0p2ZM9576aPJnBLz3egX49RkHGvMxYTL17pUg9DfunvDYOnL3Bvtg88hJiPQVTtT0fDp88Xys4va0/hT2fwLG7fOniPIx7Xrz1YNk9kL+Fvb+TMrti2uE8Q70APEhurz36Eqk9JgkhvZ82Vr0UynY96mcLPgdrsTwH7Sk9sbnrvISdPj30FzI7I/RYvTX7fj0kvCu8UZ+/O0Kklz2QWoe9dm4KveeTyz3dKrO8ocpiPHDQo7wuoMa9GMmlPQIQxr2o9Qq90MWDPZrBsj1LN6m9K2AaPfLVCzxX3Ew+4n+dvJTKl7w726C9u8uBO2rfHj0KtAu90LU+PRiKBr3O8+g8cFhhvVL66Dw7s7w9aj4hvPQIpL2w1BA9Q1ZbPdLkvTwz/QK+dFy+vR/CjrxCQw89A7N8vViuvDwlbaS9fSYhPcnXurz3WJ89zYpSPG5cqbzXcjg85tspPIiIjj07gdC9e1TUu1zJJb1lqqE98lvXPQwCID4g6L08bx5XPUeu7ryRj4m9Ucq7PWBbh70N1m26MV1WvEdcyL0hCX49BAIePae8Gb3DkQo9J2myvZbTaL1f52U9akolPfjZcj0zoRI9NHDNvWL4sz1Wm+s5Fi9SPej7G72ITG29aAA9PRsa+jwrDAy7CUf9vUOSdT1IJuO4PMVFvX8XvL0NohS+pGl4O6jGnD0EeVu8KHIQPlxvgrl4NNy91cisvDydg727iou9JysgPP2kRr1vJGO8nfWNvTrJ7DqsqIq84EQdvQ==
material:130001,material:130001,「霓裳花」的种子,,,0,,,,,0A6PvcS0Dj69SSS9gSRcPGjfMD0QdQE+epKLPTdlpT2OTDm7gqaaPd8cp7zbLX+8jhwSPIlweD3HqbE8Y900PYeTiL1nj/+83SrkPFziuj2zuWs9n5vpvcSdm7w1oYW9Fx+bPZCcRD0pLk89L1/kvEBdsb1Fcha9j7uUOzz5PTufip28sEqQPQBMIDx4Ws48dJwWPfW8270Gynm5aS3zvOuqYb0sKI499GUCPiSo4LvplI+94my8vVX/4TzC2Aq9hzEiPcK4Wz0F6BO+ROYIPbpsqr2nShQ9Z824PVKkjT1eRns83vCCvUW7PLrnG7Y910etvayjDL0VTZU5H2LfPASBrL3XRx09WaCDPBEY2Dp3WbK8myGSvGYQBD1WBQS8zvWjvBBjPjy0M1W843WdvTVViL1uL0282u44vZt1lb2qJuk9ao6kPRUPzTuSA569j2KPvZAieLx2pZU8+Kl0t9vjhz2aLvY7oTPoO1jLpL1SVIA9Rl6LvYGHLjxeGKO9jegBvSxNj70erpq9Myc7vGPGZr3/kiS9phX1PGRZDTurhMy8G7emvUrJnT2eIPE8w4aOvHdg771dxdM9dh39vPBKjz2S6cy9AvIzPRruiz2Ka9K8kpYFPh81RDzNd2u9HX+KPZ8oez11S469Ofw/uzpLkT1C77I8wryMPHZuOT1mvsQ8mkmPPQu0yjzeFM68xdGPPTQdU702ToS7Zab7Pef7kD2+MdM95NcJPYD+sL0jTLY93QWXPXq+l7xkNd48rE64PFkdojyyfQG80kRhPUYFQTwdfhC+nxcPvbL31D3q0Z49rGbxvEMP+721QKq90s/uPPjbXj09RCG9JZMVvZvzkj3DE+e90LNXvbsLr73tDrG8jhSlPGF+Aj1Qwca9eTAXvYLnyrskMK+9kY/BPFRqQ70Z/qg9+w+FvDa9dz1X6rq9jvs8PQZbOr2SLjk9J4WnPfAkajy1fH29hqUnvm1nobyeM4S8UJAUvZKPbLxTjo89lu6ZPA5qUzyK5Wi92Z7vvQ803jzRfAg+HPa5PbStUr20Zo47W2GFO2y0Qj0U1vk8SwDaO8TUV72Vlp09TaGxvA90CryQdzQ9yHzRPWJm370VCo29IpPMPYlS9LwYlBW9/Md0vEUlSDyFnAg9TLpsPf2zTj0jbXM7200mPvlKOr6nZQo9M7OOvcZ/aDvAXEK90JzEvFtaoT33yd27+doBPcYYCr14gJM9cS/JvYBhIzw0vpc8PPTCPM6MyDzMyDG8IQlhvG2BIr0+sRs9xV41vurRjz2tfPI8M0S/vQrTm72IQdK8V/3SO4xMML2mNKU7b7obPf3eR7wHRSA8lR9iPc/Wy72ixZQ9WGZOPQ==
material:130002,material:130002,「甜甜花」的种子,,,0,,,,,PYhDvcADDjyKF0G9vmSWvW3U0Lsq2ps97BeDPKrECT6EjpE8Y5SwvbUHgL1ZvoK8b0JGvbVl7rzGqHU9CxKkPe5wrjzlMiq9Ec4ovZbq2T2D1aq6iAHmvduJRbzTtq08X+njPIGI6z1vxGq9jS4NvTJW9Lxv78c8sKA7PR4pkD1ST+69pRIHPU13oTyrb2o9Mxv/vHyI6L0n0t2832wOvcO4zj2xxZ49twpjPTxubLvCyrY9enaIPcUi8rt2WD69ZGQIvsJPPT3C8ua8JjgHvbXruDpJmCc8VkPKOmnkfDtJn4s9TU34vF59dLw6p3y9GcA4PemjMT24JMg9jFKHPYGC2b2jr+C84YXWPf7Uej2vTUM8gvehPQh6DD1Qg9Q9J2SvPSmU0jyoVWk9EQKpPVDsHrzWDQk9SZ7dOw16Wz29Pbu8VV2GvaZ4cj1Adc29hg0lPKBu8jw+t3o7zZ28vCR3TzzdnLo99ny/vAIWbL24oQu+oZeqvctvgj0HcaK9pRGqvYObCD3D1eE80ecavqrLVT0Tk3a9wyZDPYQuCD3+upA9pue3vYplVL0C8648CHEGvh57EL3WDKy8n6H3vXQqD70Q3Sm9jKu9PHqziT2BxEO8wH7ou1snJ72tjKU9yU0CPoYJPj4P1kY8ele7PNyKgD1ZcJE9xgqTvar1n7xSagu8omsXvYg4gjzmeoe8GPaQvY1xZD0b9oS6zhJuvfDMYD1vGfA9HCB2PMlk8D0jI2q91pDEPSww2LyxJ/68etdXvG7uEz1fFiE8xamjvFVmbL3mzXi8+XQEvtIEnT0iNoG7tWe+vfS7lT2jYQm+y8mqO3shmD3bRL68OYY2vb8heL1Zrgk9E0s1O6nSeTuBhms9blMfPireQ72ohAa8J8aFvQi0KD3fT6G9NgQdvViwGz3ZwrO8DrYFvnlbEr3lvTq9Dt6tu391Qj2WmF+8rT+RO3qxLrm6zyA8k0dovVIrEL1MM2S92pM5PTGRxDw0k7i7SX5tPf6wyrwmyOu7s83/PN+2Cj1+wxY+f3F2POUEkbwohKU9Pc/APe31ej0mc0o66YAUvTM1jD25cmE9NgxLPJX2Qj4qLn89jnJ1O65e2zq/i4074wAuPbrVY71mk8K9FJ85upyMCT2BKGA9cMEdPV0saj0HNFa9Xoe/vGorar21OsC9P29BPe/kcz1WJqC8RvEAvQXXJz3sA7Q9RaQRPrwZ+Lsn6pY9YXt2vSqPgD10R8c8iNV8Pf0Rt73MXPO8pLKJPdZK2Ly1kXm9zbNavGxvTz0lo4u8sgX0vYSB/7xpp7M8ORTAO2s4y7za3ze9S7OXvdPQmj05zYI9HTYsPFpDYr2iH3W6B5dGPQ==
