variant_id,character_id,character_name,skin_id,skin_name,element_type,weapon_type,rarity,embedding
10000057_205700_岩,10000057,荒泷一斗,205700,倾奇狂鬼,岩,双手剑,5,knW3vc27CT31vT69BPTJumYw+j0RsHi7kPilPWMqgDyb6b+9zl4Evpy7I72rSwU+15KBPQqXh73/PiU9MmuGu2SEBD0moma9J1O6vRUZAj1uTg09d1xUuhUrKr4/ANG9DVZlOxImgr3A22O9O1tgvbjg0r3fcNk88qXXPaG/MrojiZM9ILkGvm8FmbujGJq79y9Uva97tbwfUvo82uOjuhv/wr3Q4ag86rk1vcJNPT0b2qS8oyejPS4FozynWfu8TgHoPOAxp7y9gdO9avlbPeH3Sb2c+B290vyYOu/9oD3vrcw9noVGPZimwzxBXEi99S9XPdY3/LzcgiS9qlNGPTjlXz0F/zA9z9Z1vUvVazxMKk49LbJGvZ35Qj07CBa9ANCPPI4mYr239bA91HBlPZKK/z2+tAI95X4aPHKGmbwzaog4I0UcujKttjzIJ7U8dhQAvanK4jxb3hE9V3nMO20/9ry7iIY8qvqRvf9gqTxgkIe921qIvBCIAz1F3Tm9uqvyPOt/xr2F3n+9BUdVvXt65Do2pNQ8QQUAPnnlEb2UL6Q94ugAvsHP0bxsBgQ96ha9vUslujxeYiA8OK9uPWs7mL0xo/g9cUXEPVfxIL3QfZC94o8zPeowtT2KhL68PkckveWAsL34Ju8763Q9PWrCtr3eOZA86By/PXrsgztdJC88iLqevHaxRT2avxc8AbCCPeP1Kb1Qr6+92VXvPTvVAb18TRW9MNLFvcD1hTx0a7U9nH5jvUS7eDxE7qI86DJCPUrYJz2bS5i9z0IXPGhrRj24Sms98cMIPUGqBTywGW298EyivASpu71G8CQ9MG/tOwoOJj3ctKK8gSmAvAQN/b0YV9Q8M6BHPYsUwLwrE/s9F4eVvXKBwTzQtMQ9vAZXvRfJGT0ivJu9KEUxvOVOHT0y24y7WHr3vffDOL1h6i68ZLwTPGlblD2Zn7W8olyavI8Qvj2wOrw9Az2rPQVexL2IbQc99hbMvaDdhj3SIeY73AuMPNHgi7tONhs9iZavvIICiz3UWyC9rdTHPXgr5L0vHmw9kQMaveUMWD1uXi8840OtvBOYHD3qGV697DhLvC3fej3sRZ49sWRGPfmiIb2pJ5y9c3mwvWQNFj1rZIc7NAbRPcy21T1cSGW98B9qPfn0nD2VV4U9jVOBPcp3wjymhso91D5GO+S8/Ls7X647CWhEvdZyg7rvASU+ROaauwkp+rzmKIW9FMxUPeUnHjxlTFS9fAs2vfhYc72mNgK9Pe6nvOSHQb64VT68y7WPPDHwrLzkxFa9fxBcPjNYeT2I6pC9jdv8PRU5Q7xqnvY8jGCduQTDAzygabw8bA/Sux9/Cj7e+he9cHobvQ==
10000058_205800_雷,10000058,八重神子,205800,御子之谕,雷,法器,5,mOUxvcaIXDsHNQo8FWGcPSX2xrybQ1S9vD3yvZuEiD0mp4C8d4tEvUCwRz0beMM99JjNvJo9hD1d/zk9QJnxPfzeaD19KK29vd4iPHlR0TyoPjE9a7W9vNbjKb3YI+K8I+vvu8VwET14rVA8wPLCvNMMK768l9E9jxc8PUQZx7xeJ4q8zi9zvW/4Bb46l2g9v0jePZB1Pz36dPA9YuPavQIcojyUzam85L/Yuw18OT2o3229Zgz+PDkJBz1ZPrA9EqSIPTtwaD0i2tQ9JTQBvrfXaby+fB08XXvEPS7rvzyabdg9/3KHvGZXkzy9Jv48yxzhO9HMjjqItea9uMGVPC0MJD22+aO9VCv3vBChLL0aLyo9JbGAPS3wGj4MV289wmudPXyZvT3C/RY8IMC5OxNIjL1Y4xs9BeqzPchG7Lyi/qM9+LbxvOlcn7xezRe9kreKvUQXq73QPCU9jFETvb0wmb0v+J89hLSCvbG3WL3hg1+98rIsPQlpSD1wKR294AQxPUbfTDsMt1I9gghuO2VKhz2XmLS9D6XSu7r5BT4DAgc9+b0mPaqQLT15ABI967QGveQ0jz2gchy8ClNovbnKd71g8IS9ipoHuxNzjLycbHM9WD59vRom7Tta8NM8gTHkvIakGj3gWXS9HFK8PI/Yw7xJaEW9bsumPYsdkbzRHha8x4o5vYVWh72AFlA9Wd9OvMJ8R7qeEuw9lrRrPVxBWL2rEDY8jkA7vExT2b0CXou9sF5xvbQTDL17iF49WwKSPCU6jTxaim49r00nPILUAr3zcDw9Xc8JvSbKfjvOx4w9rS0yPPsLJT3kWkS9SY2yOx/rh7xAjiE+KgklPpg/FT2JK+i9EWGvvTPzHD3U9Oe93MrJut3GzLybvVE9kEHcvVwk+7uhNYm99NqyvToULj3tTUI9GcE1vS94/Twcug69hCxxPT7/ej1JAUw9NVoIPCWpd72wDR280o2TvWWfXLw7QS+7ExL7uoTLoTsikRE9fXcsvOAtdj1WRtw91SKiPOpnIL2dBTA+kT5lPBH78jzd5q89MFP5vUZW6r36upA77YuwPbcJd72o0RC9/H25vZaImzyao9W88zEovSwKobxRdFA9E5dBvSjVMLvoMBe8F5BMuwEXET01mFk99feJPa5W+rsRO6494C+MPXsxjj2sPl68O0+IPfBJDDzwLGQ8hdVVPTb0b73FFCM9jPSTvGSPEb08Yrm8nzPnPEuAcL2Tr+c9aQejvQM04z1/q6+8YcoAPbnMG76ngCq93dmVPWSvqj10TO68Ue+DPaG+EjziFHy8eAcuPVVZHL6EhAA8sWfqvfGGtDv7f+C9Qrg+vZMRsDzY/ic+wwAsuQ==
10000059_205900_风,10000059,鹿野院平藏,205900,弁武朝风,风,法器,4,Ovtwvbw9gz2e7MO7qwPqPWM8CL0MiJy9Wy/JvNC7vjpu3rM9jh+9vNGQo7yp4KI95Gy/vJSP4j2tw3g9GAGMPTqna70CKek9moSmPEF3gb0AZno9poBWPBK0u7v6/eK9fpK+vAXBE70TNRM8ZraAvEqd0LyrulM8gc1aPGGzk72m5gc94061PdGi270cJaU8xAVvPYljOj0uFTM9LY8WvrdTSz2+dPC97hqVPRfO8DvGW8q9jPkWPVGelD2nG989Ta7EPUETp73Jkos92Oh4vaIVYLyfwr09XlyNPGZOgL3SBQ098NnSPXovDb3vBHi9JLhxPQQE6rxG7zS9XoOvvC35TD32Yus8r0vGPP2UCrztd0i8u/kTPnG6pjyxnFg88EoaPnNAez3MltS9vjQWvTVEaj2/ACM9TGiWPffKBr4/8nM8r71jvPcrmj3Zlz09TLySvNGxhjw6B8U90mePPI1x3r0fKJM9grSavJ1hUzxMJWu8dmr+vMM5Tb0oX4m8gODwPD6pTj0F14Y9swHmvbmGcb1PiEi9AhDEvdaOJz2kfyS93ReuvPLVWz2cnOw8/60wPR9Vhr3uVLQ9Bga1O8hytTyN/Ek7YcuhvUTUtTzYVSu8Ix4RvUx9iLtOCyu9uvr0vL7wMD2+8Qe+qGoYvSIWtr1YKia9Yw2uPUPsWT2Lqgm9QKmKOvbDrL3RFhe9K07kPKhFc7383VS6EPQkPXF3M70k7TU9wWbJPNHpsL1YZ7Y8zyiLvMHFI73+cF+7JdMmvTycqLs6WGs87TqJvKvFMD36+Us99hXVPVRYyTyikF88qdQlPenYNj1/2ZW9sGi5PDDjGL3jSD4+XVjXPSv4Kj0RlbQ9RF3tvQprvzyTcn+86b+oPI8aiD2C9Bm9CUHEvcV3Yz1UVKe8LUowvZgMRz2iBOo9i9KfvbMba7232E28joEFvT9Kgj35WUY9FGhwPVvldb2D7Yq7RpEhvs3JoLxqXJk8cNMwPQvbjryDnte7On4KPOvCPL1w+NM9hIZrPazcgzxSHiU+kjHKu8ddT7xOeBq8HNJnvb9Zwbx9upe9Sqw4PUvsGjxMN5o9bIP4vRK/jz2wTWW9Haz0vJJ42D2nvrA9FK07vRQpoL3r9lS9wmKYOwnd2j1VlZi88mQDvIPz87wSdH49Ubg5vddt4Txq9JY9NDmIPUKFcr2tDge9twy4vPGEVL2iV1G9bs+HvTeTBT2OwPk9Ns10PV6S7LymUAI8XP9UvRC0xTxkdFo88kVovYx5/Dx6snK91csAPPIBDz5gD5c8hnCYPYLFgr0sxjU8M8vKPcZjsL2foYY9yeZVvGCZ770e7Mu9X+Hiu5luFj0fSoY9yUmHvQ==
10000060_206000_水,10000060,夜兰,206000,于阑珊处,水,弓,5,4wJQvZCRmz01U/A6vWbWvY92oTzp5hC8Kw6iPeyPMj0dC0k72aK3vNLf+r1YQ4U9ftmKvCkHij36uwM9X06zvb/Lj71hgZg9HlHTvX+FIr36ndO7nhPQPFu6ub0AlZ29ytluPcXdpL0xHaK8c3ujvbOlyL0oh4u8JBixO3TRB7xzYNU8XF/6OqW3m72Nlze9n83qPbz5Fb1mIWM9GSx7vfYm5js+Y308MqisPSB7qj0q6d68A8ybPSBAMT4MWgy9uBNSPRp7rTzQkay9S7CavazZZzuX0YG8QWwKPoK3wT0ynAA9xvG2PLLAFb1464i9/XOMPXaayztikBA9c3m0PdYakbxdlmK8lzBIPdemJr256oM9dDUTPoYs3LvHDGg8MMFDPYfzPL27v5y8E2oTve3TET2DdVu7fpbNPQq/HL3/pio9mJTKux/ePD3/92M7RG6EvOA0y7ySBU69bDqKPTVztr2klhs+mCrTvFq7cz0hGwQ7TIpevXLHerkEfac8/FBavDoCPr4YGEE9bUbTvQxDyrtXw2G9vDAsPZbfvLoYZY09+9eLPCk/OT3c0ai9cfOdvIpQcL1tt9U9xzpjvUjh/byK6kK8HDy0PVvoRL3HikO9EpwqvZ4dtTxZ2rs8rT2VvXFjvztD7xs9PeAavhdvszxOkW07jMW/PVcrM70jyaO9ipYCvdgSH706Na69SdOnPdg2gb3foz+9pTtQPdMlzb0Jda09lyUbvfbwx7yGQ4m92M3tvHPtX71k4R682INePUoIhj0l1d47W1YwPNjvtD2+v/M8GFcVPq6ZqbwzRwG+h50HPVSIMD0htjq9myviPWmmJL4ERao9B4CTPPmMrLxV83y9ZPTrvBbcn7yLtqM8ajwWvSvsQ73qd7u8dacVvjKEMD1472M82ApVvfcoSr3Fi6w8b0G2vT2NI73owX69ZZi0PEHOsD1xqQC+jxSAvcEcBD1NVQo9YocjPbvMYz1GG3G9JbnpPPmDHTt6ZMy8IB6bueXS0LpTyoS7mW/CPENmkL3CqPI8uh8dPelpoLu2ycQ9eqGjPf24vz3rVOc8mgn0Ohibwzw2bd48zsMpvtNHSD3uXJc9QUC7u12kjj3qJNI9wamcu5ZqMLx0IkI9MrwTvTFcmj32P1K9LmkLPP/MCD2rHNQ9X1AHPeSCa7wvWGw951C0PdH8YrzqrzQ9SxOoPe9raj0j2pI9PB71uyPhPD0aRv88hkdovSA/oj2XW309IhimvVJGrLyY0m693fogPRWvTr21QKQ9A62cPPkdpLyZtQk9ZUDXPeoo3rwcWWM8g0Epvcop2DxmgxA9TG23O6OJgjxZDLO9CqS6PX9N0D2ppCo8XK/ovQ==
10000060_206001_水,10000060,夜兰,206001,静暇雅宴,水,弓,5,HoA+vaGKoD3jBDc95tfuvOXwdz2Uq7K94Ha8PD1peD2nFJ69VRzMu5Uhob0ixUU9JF0hvAnOwz2XHsc8aLClvXqlC729yny7F2OFvVF1Kb2aUhs9pl+APK8Kdr36guW9/V6SPHR3gL0dM0u9shswvW4HLb4jt7y6IaR7vWJTNz1J9aU9vJ9wvTjgsL1LcaU7xQcgPY3UxL0sdQ08DcbpvQaZpr2C0s881roWPZUOnT1WFyW9WhWqPBJLzD3m0wA9eLmWvCqQDzwcJ6K95OSevZcJvL29pw+8z1wJPQZJsj2j4aQ9uq99PA1lAr4w3Iq9u1c2PdugqTyUd5E9xywNPioOjT33JN+9mXuhvT1/G7xzKHu6+6GwPQ6zIT0ahAm94YzsvGZswb0yHc4874OlvFNoCT0Dffk86tv2PBOwab0QXCw9jJSDvTnI+Ty/4RW92Mg5vWs/rb1MFES9e/FpvAOsTb3ayT87m6IavZ4yTj2hCZe9/+Q/Pem6zryer5E8sRTiPJ5eFL45o4S8sWPRvRS7zLxS/eS8QHHRPHJHDjqWckc8rxHVvOun1LyGMQw8AgwaPJ8DnTwl/KY9t0SHvGtTgr1xHlY86jwPPjQSzrwZtQS8muv0vFhYsb3fy1O9OCkvvgeYpTw6awq94H0WvXgXx7wCz+882i7GPYFlhD1j0ya9Kf8EvWHEor2Xery9bnbGPYjTbbsIpD29aYmcPdaEp71dMEM9r39gvVN97rxx+pa87JrlvJcRz71BcgG96P/EPTd7yzqPeEO96bBJvUD8+Lu8vKw9ed2BPQv9CT1/B5q9sXXtvCg5QT1rpZK7Ps0gPrD6IbzMOuo82VhdPb7sObyolq29/VPWvJvgg70vr5C8kN4IvQvGRb1ygbq8w5PyvLEtXD3uPHq9EuCCvO+5pzxOkR09istFvb5PGr0ZGWK9fMu3Pe9XuD2hOxO+W8tcu2oI7z3QwxQ+I94Tux5itb0iI188oSmpPROaGr2Ou/Y7oA/3vIF7pbvl2Vo981QyvAYefj1omTg9qvqFvKfvm71baKM9/9ykuxBW0zqNU0Y9nJEGPneDDDy2yj68+cRkvVMSnz1x3+Y8zAxGPAnyiT22rgE+teuIvVx/6Lzf7709Vl6uPdlbJj75+LY8GIyDuxqKs7zyTPc9CVQPPIMp3ztzASE99z6JPZTqhb29pB89gwlQPQWQrD1Ps/Q9wynJvGnTL73T4we8tCEVvf+My7xuT6m8kfyOvWSzCT0nC708mUM0PBEpM74L7lw94z4wPftdB7ui9g89c7WkPQgid723Fg899TSKPEn/5LwTnbk9o+yZvXQ0Dz2A6o29KHJuvaqvPD3W5Kw9748cvQ==
10000061_206100_草,10000061,绮良良,206100,百花戏,草,单手剑,4,syjwvWJcKT1tVcc9BwLmPS/zn7wVQpa6UeDsPKjRRT0hbjm933A2vbVHmj1f+hg9DuQKPSDGpj2b8t+8I5jLvJQ+Sz2uEpe9Xg0VOqxsiT0r1o+8ciS5Oz6Vgr1UeN+90xLPvVNOL7y2I1w9lE98vNcz+72E3rs8Mlh7PUBctr1Bi9I9vJmSPKRx+jznXXg9HbcXvXUndz1PBDw9KsPivSH2gr2VKGC8l7gbvUSoSj1OZdM8mnhdvIo55DzXLIU8eiQYPW93uz2f06g9s/EOPdYEG75WaTS9GMNHPAPn6j2JOs49ptWyPXEyjr1v9Bw9qLGJPLhz+70S/Bc8feK6PMyBwj3azhw9+YcXvY2Gobx8/oE6OLxhO2oIpz1IoWs95uMvPZrqzjy5NQQ9nFhJO3Bm1byWRwI9KIiHPO3s77zcnRY+65kMPXxdSz2ZlRQ8ITo8vZfKR72ksbY9HCbxu7bhB75DhNO8sbE4vrD5Kr3RTTc9ldOVvM7sSb1BHxG97SOaPNF5kr3xcj09FiBzvcm+rD0ek369DWLQu9Qv1D0Pe6U8csp9vf4zCTtLeDw+J7RHvcgtyD2vk8c9oU93vNpXIr28qBq8IqKUvB/SQL3VWIm8SbyEPS61mjxMa489G7fTvIWjsL3k/aa9BZK6vSszDb7Y4/w8oluWPZIbTD0IWPc5x7fhPIRwqjyWB049sxpGOyhGXr37oUU8160BPQxv1LyBgKQ9PUHUPDtfJDwVf7I9rIqWvVaEdryGx2K8HDnfvFX71T0UYZK7Bm1rPZl4Sr2DtoQ8s0YBPq02HDyXp4W8xUk3PMG5br1nq4g8HwWdPYJtFr2zxdg8nw0XPRwSgb3+BJK9GnA+vY0PAT05Qqk8vAQQvsnS4D05bEq8fpp1ve8XET5YuKu51FJxvSOZR70JBuU9zdfSvPXXUL1tS1i9elMfuyOUD7wm48S7qG0avfikK7tRNuA9Q5kgPBxdf73r1rA9YGhSvFzHjz1icFq9vVF/vdAm9jyjrPU9NWE2PQFIpb3XZaO9E4R9PYN5nbwgKx07o3BEvUpohbtLZCI7rFYIOqCBjz3FS1Y9Oa5lvQePVD0adJQ9R02Uva9Y8LwAFha8mpchvWZX3D1Mu/K9te14PTAYCz0aPKC8ePiYPMnzjb0Ta849Nf7DvWOAS70dyGA9ciPLPawseb0cGmQ9BaRavdBvvb218zu9AduXvYuJLTxHfoo9kQ8qPbXXZrn9Yw685HxVvWv4QD1i2K68kCQIvVAdmb2ZBW28Jq8TvR/B2jx+1+C8YCCyPZFEebpEz8O9lY1rPfEHBb4cNgM9QDqLvLb+hr3OOXa9WTYLvfAiiDwcPu08RNzRPQ==
10000061_206101_草,10000061,绮良良,206101,倩影游侠,草,单手剑,4,mENbvYjMnzwhM/09u647PqE2+rxdKGO9L3bOvPtd0zwbpn095MGVvEtENT1K8zw90heovJLXGT6BdD69RQ78PMLzXTyJVie9qP+UO3+QKzyRMhO9IrCBvTqNOb2em7K9ISObvVsXNT3ovCQ9txqhvUznAb4Wpbg9a3kZPFEioLy/eVM9Uzn+PLi0vr34nEI+ZTX4u/zZYD11SFs9Y6WivV1zsb2z2xu81eZsvff8HD36c4U9RAh6vU0AnT2hDeI9vmWqPSkHpT3UVbo9ocN/vSSHDb6824e9mdKyPMavkD15Tfk9mMZnPQxRer2Zrgo8A/krPZ8oM71h2wG99iAKPO1AyD2TdXm9DWLIvVFVe7uRAfk8BZChPC9TEj7u/bk8RD4tvYamJD0FwZA7UETAPHCUJLzETdU8nBYIvZFIir1bX9Q9UlpdPVTIkbtKgWS9UuvgvOZpOL1HBK49uTdauq537r1hC5a8ZQHYvXzJnr2Vmmo57CVnO/A1v70GADA9PY6jvCdZ9L1eigk9OhG5vQ627TyMaza9IcGBvYrFlT0GXcc83m2ZO2TsN7zwTeU9yoeBvGjTSj0x9OA8mbSSvX7KlrxQBke97VMUPZDzVb0rh8m8QvyTPU+7Iz3roVE9I92gvQghdL2UFdu9f1bbvGM8sL0LXdk8DiOouxPj0jy/0ZU79qdXPS+ZP73Pqp097SjsvE/jxjxL7oe9AJq/PTcYnzpOEUs8oGSVPNAlqDy21kC5xREevrlpx71g6pC8WfgDPdySmDww/Iu8P4mHu2OvNb0dafG8uiHRPNHcxbvYkxM8KCG5PNf9nL1PHIu9mXsDPRIjwbufhYI9OvdQPZaUD73fi4G98dGMvdk/Fz3w++k7upHTu5Jnqj1e6sM8ESy1PEZY+T0Hotq7mF+jvZ3Wk7xlygc+HkiGvRGUsDxDeQW990REPOdUzro2fge9JCmzvWe53LzhmMM8i5cFPWtlrb2qaZo8yfMjPIthDz5JpSa9Lf6WvUJ7nT0NiI09lVTRO253LL3+JJQ88R2xPbNIhr1fB5U9vhQnvTwtbb2zIL28QmqDPFoyy7xvMc69b03FvISzALxhjYQ8HP0HvliTZD33qLo9iBmfO5ArYj0IUsO9Hp5SPYWQ5zsv97I81tKFPJllB73L1nU9u6QmvSoglb3KxNK7sgZJPabuSTwL0qM7ceOpuwBhCLuPkQY9i9uuvaRmlDzGlCg9wiClPAB5kL2nE4G8fsUUvWXhKz7itgI9gOyFPY29m71aY7M9kWsdvTuYnztJ5uy78LuIutmdBD2RCqK7KfpZPZshQL5oJEQ91R6KvNzqur1wSNS95jpEPMAu6Tx/o+U9D7cCPQ==
10000062_206200_冰,10000062,埃洛伊,206200,机动猎手,冰,弓,105,IGM1vHlFV7y90yQ9TISAvHzTCrySzDq9Ss1VPOPk5jwmGFq96vyRu5BxP721uG09JYtQvU07/z1SAMo83iVYvBTR2jw400q9lSlwveA6LryQ9KA9nOZiPHEt1r1HEJO9nd/jPDl7CrzIFrE94cbDvVuyqb2fnxE+s6N9PfPODz1ym0s9/OqSO4VUzb0Jgzo9itWKPZnqoz081O09PMLbvTmArTwGCXG9CEY8PCVJRDzgMsW88rkQPuelHD3UccC8nmXOPRjXOz0kD4m9qA1iu8hNYj3+bGc9CCYzPSKSKz3fINo8Uz5qvYgYhz3MhEk93LO9uk63ED08yJg99Quvvf0Kjrx6UdY7ZA0LvYDNUb1qTsU9lfjEPBTxlDq7CF47nuLuPdQMxzw68wi92s2QvTsVKz2tUA+9BSsxPm1SgLuA8sk8SqyUvS/Y2byuGoG9QyXSPOu/k716RLG8hVycvSENlb142X49DxiIvcQ5mrzFkAy9DwW6vUWAEb1Frvu9XmpmveMzmb3jMds6qeJbvKAiAj5/1H08nMS4O6Jx5j16W7Q9FKm9vCOporyp0xE8ob5fvUoFjD2z/7a8W4x4vCYvALw0uc+9IuwlPgJQxDz1oXo9PO2tO6wZDL11nKu8g3QivduwiD0rBYU8AP/GvU5Ys73xC10926aNPVKen73q75e9aWLYvbfjWzwpID89rsZ7vTjhI72FUEA87ce2PXI/H70Bzxy9HHFcuu51Lb6FL5a9x8C0vO6xwT3k8Go9VZq4vHtmCTwgdy+9oi/tu6rskT1cuO49CRjqO4i18boS6sU9juO8PMj4Kb3BKWi74eQpPYjuAb0vR0O86uV2PQNikb0XGAS9V2CFPaWdQD0aKRa9KmhcvaQ6CD6VFrA9yvKpvSu+PL1RvF29/eulvO767ryrBLg9TGUDvrUttDxAlXG889Z1PSv8Xz06mMQ7w/PzvU4DxD3zrnc92n+1PMc8XTyhniu9RCTsvOk9XL2Wdx895CkPveZH/D3InWI9FgQBvX1LiL0CDp08Ca+HPZZ5Kr32RFU8jHk5vUE6I739jpo8f9SePNWu7LwlnWa8Lh+BvRKR4LtbdMQ98Zw+vfW+eb3Qcuu7cj4qvcJNCL2T7Za81vOnPU7rIT3lJbY9NK0yvQwZgb1sxKw9rL+tu23VxL0gHS+8c7DJO3lGuD0uJau9HQtJuuCihbxAItK7wpCUvSwWpDkBRQi9jnDSPXtZLD03l9Q9QQoSvRoHwbwmUJ+9zDbkvBe+6r00MWU8T4/GPUuRUT1pRde82URUPbfBAz7AjZy986y0PXEU7r2d3GA94S8GPXGMAr6P7tk8jD0ZPfayo7wSbym8LlGTPQ==
10000063_206300_冰,10000063,申鹤,206300,缚绝红尘,冰,长柄武器,5,7jfPvXP4Qz29MWw7L8L3PMDOob3e8iq8rES3O0U/OTynQhw9HBaPvRKJOj1Zr9E9W+nCvJqm7z2Xzbc7R8ggPTMyHr1DpTO9p6oPPUiTTD2kIA89+Ei4vNE3ub2UFQO+Qi+hPXmDUb3WH7I9eau8vWbNt72jrs09L1wuPb00GbyYqKA6KTc2PIcby71xB1M97FlqvfbFCT6omwc+VoENvl8gk72CoTE8TbviuwJ36buc5VG83YqPPQA+cD3S1Sg9m30LPokWmjyHcZI98Fb6vTum5Tx5IE+9/ZFRPS6mjbtx5sk9ch2svZBtjT1pezo8yvUzPXFEJr24II28Qv4mvUApFz7wwxs6GYKJvBXjq73/TrY9gi7LPS94iz3AoGI9h8DQPXHYlj1K9xK9P2GGPd2r5D1b8O87k6CwPdbBYDqmDgA+RDiFPXQjYT2ZaXa9Gx4cvHiS3LwaRik9JvsfPFEwdr2XonY9WGKmvaK2w70ZIF68AJvzPIE5zLzYf4s7y2GavAQ4GL4S6LE9NhBKvdzooD3ajrW7X5zTvBCCYrzYzTe7NjelO8e8VT3rtmY8dAwYu6JxHLzkpPq8UJNNvQ80QT0kATs9vHgVO5cP/7yvv2U8TnZ5vPB+9D1kqWi6MXubPCa+8LtkU4y90BA2PRZwgL24b/+7eeT3u+6lGjwnII29GS8GvCS0xruJEhE+9MbLO7NRDr7ra0o9frzzPCac1jv16aY83lAhvdm6e70kPy494ZtNvVLpTrpubVu6NmR1vfNkO73ndo29aJ76O8S/uT1cpUc8AclRPeULrTyfckA9zX9OPa58Or3Bjbe8d+84PayTkTy4ysM90+4UPtQmQjmKHtu90lWcuoqaszvn6KQ9hNmivKi8Rz26ZZA8ucQhvcdYi71yNZI8S1InvdJgdjudiE8+H/fFvcjOVTvIpXc8odarvYJq/T2G7tw7PnyXvHLXoDsze6O62q1MPKPO6b2jkpe8cSFGPKt/pDz5hp09MgnpPF5JoD2Y7Te8i2yBPem8Tb0lkgg9ehxsPbzvUD05Y1W9nn6DvYN8kb3cDqW93/OPPYMhH70GSJa882m7vY/UxzuSaOM9hvJAO4arO72Iiqy8jkf2vRnS7j3pDI29VYRAPVNtYj3eMRo9vTKePCvt2jxLlYs9/j0/uzdUmb1Srba8VESXPdm/6T3v4XW8ZJYOvRUWQr12wRk9GzygvDGl8bqQKxU90yeQPQ3JtL1vWnG8yAImPGdoAT296Cm97A4LPHl7c70RiWK9xDjBOyIE8T3G+ss98gTCPW5xHj29zPw87XFdPbbo/b1rLHk8LiEqumMQOrxqw4e9CyWlvefxDT12c1Y9uiBMPQ==
10000063_206301_冰,10000063,申鹤,206301,冷花幽露,冰,长柄武器,5,L1KpvdpGID3Cyrk9mCJ3vJZUg72JLwq9JVPMvH1irb2Nqrq9TiCfvQCowL099Lc9E9qFPBFRsz09z5Y9IBmXPQK3Q7zjO1o7av2mvY/3iT0+Zjc8bwvbvAtFh715d969pzS3PIoaEb7CIRA9/6DnvWeUHL2dx3M9jhMGPpdwPzz5/S29QviHvewNUr1Xumo8gJoMvAQIAD6bi7w9FF0Avo961b23rhi9d9GoPD8lcz1VM+m9EQhjPCSC+z2fpSA8j2rsPeR/aj3l2gQ8HddBvBVSBzsqmd88b8GTPULNhj3VfUI96QaIvUNnWLyP3hy9iQVPPPWbRr3Sxng9NomSveDQkz0UV0O9c3v8PD0Ld731Lhc+zRQNPWL8iryLWjE9CmtHvai+bz0HLO687WoWO3hhLz7nEro8PVWSPIiMir1pTYo8uQbPPVF6wTo0Nn+9LQS5PD+f47vdspK8hF92t0S/D74/dQU+6dG5PMfbXb3k4sK8ZkriPAjiAj1LQ9g71+6yvX/DWb4+PJG9mSZVvf4Edzzxrkw9vNpzPcbvxD1cNKs9g1tZPHO1rLzQztU8/lT7vP5pyr1QOV880x5jvT61ljx/SA49yrk0vfa12b3Va+W8962NPdNmODxYLkU9/PhRPVJPoj2+Qs07MYSwvcgGPjzoFiU9WZr3u2SRVj3Tsx08XnZpvYcC8zz1uiI93IDKPb1acL19Qp491t7AO/hQMr2F24Q9Ga7vvQfW773w0BK9boENvZeEAT5NOCe93wzBOzSAtbzx4x09+WzePaKknTuIldM8FNQ1PU4MoD2XI0g9pFgbvFhPyrw7UHW9nSLBPVqa97wb3pM85DGwPQFQ/7w1ogO9/K+MvKlkRz1KYna9KV0nu1chAr2bAvw8GhBovSloND0xb4G9cRt9vdo9yL2qwJE9QWEVvBf7h72LxAy9DKl+vSHJtr0BUma97zHEveTP2jxcjma8zQA2PVxAHD0njKA85hDwu8jWCr3ILro4h6jePZrMD72lLFo9x0YzPR/j/rzq7so85q+7PB6b47yDpos9ou1svPEgYr3+0bA8EK2evRFnGj383AM+4zICvqL4GDzJNqm5MP6/vQJjFj2jIeU8KXzGvN88qDyWk8m92U4fvGuAsrs8YUA9PumnPPSugzv0qso8BxkIvKJaJ71tWd270bnBPatDZz3mC4I9jGtFPZHMnb3XVCc+aZgcvQh8cj36l9Q9bw2evK9cor1e+YW9s7vYPFMZJz3sxfK8fx5+vOU4rTuUmHk9RFBsPBg2mDvGuIs9rq3zPYjlNj31pPe8Ty1vvGhzoTtYYUu8MLUbPRcEqbs8R788eLxBO/+HLD3nQTY9lru0vQ==
